34     rdxjd3xwb8yye2jr09/22/2023 23:12qualified,/QTA_S5_1/S5_1r1,/Age/D_S1ar5,/Sample/online,/Gender (3111               197351112111101010000100010000010 0 0    1   1     01110 0 0    0   0     1011 0 1    1   1     010 0 1    1   1     011 1 0    1   1     010 0 0    0   0     011 0 1    1   1     011 0 0    1   1     000 0 0    1   1     011 0 0    1   1     000 0 0    0   1     011 0 1    1   1     011 1 1    1   1     001 0 1    0   0     010 0 1    1   1     011 0 1    1   1     011 0 1    1   1     011 0 0    1   1     01101101000101000100 11010101100 3     2             3     1      2   0   23      1  0100000001011010001000000000000004                482.261 4105609/22/2023 23:04                                                              english                                                     3                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.361.54.134.101                                                11cqbhpzt1ratsqm                                            11cqbhpzt1ratsqm                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1186544473          11cqbhpzt1ratsqm                                            1186544473                                                                                                              
360    jbtc2rv8e5bxvyeg09/24/2023 19:38qualified,/Gender (Online)/S1br2,20230923_02:46_v4,/QTA_S5_1 (On3111               1977522 7111101110111100111100000 001 1100  0000   01000 001 0100  0000   1000 001 1110  0001   000 001 1100  0001   000 001 1101  0011   000 001 1100  0001   000 001 1000  0000   000 001 1100  0000   000 001 1000  0001   000 011 1001  0000   000 001 1000  0000   000 001 1000  0000   010 001 0000  0001   010 101 1000  0001   000 001 1000  0011   000 001 1000  0001   000 001 1000  0001   000 001 1000  0001   00001000010001101000160110000000 2     1 10000010010 1       23       0  21 3        0                 1000000000000004                193.901 4105609/24/2023 19:35                                                              english                                                     3                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.361.53.52.117                                                 0amb922mcn6faypu                                            mwe8mpyh7x6r358f                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1187181819          0amb922mcn6faypu                                            1187181819                                                                                                              
361    ze458gr1txb5rd1c09/24/2023 20:00qualified,/Gender (Online)/S1br2,20230923_02:46_v4,/QTA_S5_1 (On3111               1974522 6111101010111100110000001 0 0 1000  00     01101 0 0 0000  00     0101 0 0 1001  01     001 0 0 0000  00     001 0 0 0000  00     001 0 0 1000  00     011 0 0 1100  01     001 0 0 1000  00     001 0 0 0000  00     001 0 0 0000  00     001 0 0 1000  00     001 0 0 0000  00     001 0 0 0000  00     000 0 0 0000  00     101 0 0 1000  00     000 0 0 1100  00     001 0 0 1000  00     001 0 0 0000  00     01100000000001000000150011000000 4     199               21         3 0  21       3  0000010101100100001000000000000004               1238.161 4105609/24/2023 19:39                                                              english                                                     3                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36115.76.188.132                                              sxkakjrk62f5t7at                                            sxkakjrk62f5t7at                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1187182593          sxkakjrk62f5t7at                                            1187182593                                                                                                              
362    5vt15db0jwh7yft409/24/2023 19:51qualified,/Gender (Online)/S1br2,20230923_02:46_v4,/QTA_S5_1 (On3111               19884221011111101000010001010001100 0    0   1 0   0100100 0    0   1 0   101100 1    0   1 0   01100 0    0   1 0   01100 0    0   1 0   00110 0    0   1 0   00100 0    0   1 0   00100 0    0   1 0   01000 1    0   1 0   00100 0    0   1 0   00100 0    0   1 0   01100 0    0   1 0   01100 0    0   1 0   00110 0    0   1 0   01100 1    0   1 0   00100 0    0   1 0   00100 0    0   1 0   00100 0    0   1 0   00100110000111100000 51111100100 2     1 2           1     2      3   0  2     1  3  0                 1000000000000004                527.68113135609/24/2023 19:42                                                              english                                                     3                                                           Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/113.172.98.116                                              yphy8v1x5w776fts                                            yphy8v1x5w776fts                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1187183419          yphy8v1x5w776fts                                            1187183419                                                                                                              
365    gmkvjqza84xds8mw09/24/2023 19:59qualified,Total,/Gender (Online)/S1br2,20230923_02:46_v4,/QTA_S53111               199332111111101110111110011100011 010 11011  000   01110 010 01011  000   1110 010 00011  101   010 000 10011  001   010 010 11011  100   010 010 01001  010   010 010 11101  011   010 100 11010  010   010 000 10111  101   001 001 01001  010   010 100 01011  010   010 111 01011  111   001 001 01011  101   010 101 00101  110   010 010 10111  101   011 001 01010  101   010 010 11001  100   001 010 01011  110   01110110111111111110171010101000 8     1 11000000000     213          0  1 2  3      0010000100011000101000000000000004                600.52112101109/24/2023 19:49                                                              english                                                     3                                                           Mozilla/5.0 (iPhone; CPU iPhone OS 15_5 like Mac OS X) Apple113.160.186.187                                             v2xgxvw47b49mx4p                                            v2xgxvw47b49mx4p                                                                                                                                                                    si                                                          /survey/selfserve/591/230951?list=3&uid=1187184860          v2xgxvw47b49mx4p                                            1187184860                                                                                                              
367    6excc3a431x56gg509/24/2023 20:27qualified,/HN_HCM (Online)/HCM/16mill_25mill,/Gender (Online)/S13111               1970522 51100000001000000101000       1      1 1   011       1      1 1   11       1      1 1   0       0      1 1   0       1      1 1   0       0      1 1   0       0      1 1   0       0      1 1   0       0      1 1   0       0      1 1   0       0      1 1   0       0      1 1   0       1      1 1   0       1      1 0   0       0      1 1   0       0      1 1   0       0      1 1   0       1      1 1   00000000000001000010200101000000 4                    2  31           02  3    1     0101001001000000001000000000000004               1226.341 4105609/24/2023 20:07                                                              english                                                     3                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36115.75.191.215                                              84kgphf68v2hx99g                                            84kgphf68v2hx99g                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1187189024          84kgphf68v2hx99g                                            1187189024                                                                                                              
371    mzmqmkncjpnu0n4q09/24/2023 20:25qualified,/HN_HCM (Online)/HN/16mill_25mill,/Gender (Online)/S1b3111               1984421 52201000000001000100000 0        0   0     1   0        1   0     10 0        1   1     0 0        1   0     0 0        0   0     1 0        0   0     1 0        1   0     0 0        1   1     0 0        1   0     0 0        0   0     1 0        1   0     0 0        0   0     1 0        0   0     1 0        0   0     1 1        1   1     0 0        0   0     1 0        0   0     1 0        0   0     10100100000100000100190001010000 40100 2               1   3      2   0  1  2  3     0                 1000000000000004                489.141 4105609/24/2023 20:17                                                              english                                                     3                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36210.245.9.33                                                tmy69g9empvbayax                                            tmy69g9empvbayax                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1187191272          tmy69g9empvbayax                                            1187191272                                                                                                              
375    31w4gs91m0kb242609/24/2023 21:51qualified,/total/Total,/Age (Offline)/D_S1ar4,/QTA_S5_1 (Offline3111               1986412123111111101101000100000100000 00 0   0     001                      100001 00 1   1     0100000 10 1   0     0100110 10 1   0     0101011 10 1   0     0101111 11 1   0     0101001 10 1   1     0101101 10 1   1     0101101 10 1   1     0101001 10 1   1     0100101 10 1   1     0101101 10 1   0     0101101 10 1   0     0100101 10 1   1     0100101 10 1   1     0100011 10 1   1     0100011 10 1   1     01110010010000000000 10000000100 9     1 2                23   1      01    2 3      0100000000101100101000000000000005               3911.982 4105609/24/2023 20:45                                                              vietnamese                                                  4                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.361.54.154.60                                                 d8088vbve3867e2e                                            d8088vbve3867e2e                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=4&decLang=vietnamese&uid=5d8088vbve3867e2e                                            55a39618-59dc-11ee-8c99-0242ac120002                                                                                    
377    wa8btp2s1unqvhsv09/24/2023 21:51qualified,/HN_HCM (Online)/HCM/16mill_25mill,/Gender (Online)/S13111               1986412 42200010100001000100000   1 1    1   0     010   0 0    1   0     01   0 1    1   0     0   0 1    1   0     0   0 1    0   0     0   1 0    1   0     0   1 1    1   1     0   0 1    1   0     0   0 1    1   0     0   0 1    1   0     0   0 1    1   0     0   0 1    1   0     0   1 1    1   0     0   0 1    1   0     0   1 1    1   1     0   0 0    1   0     0   0 1    1   0     0   1 0    0   0     01110101000101001000 20000111000 71000 2            1      2        3 02 3        1  0010001000100001001000000000000004               2339.48112101109/24/2023 21:12                                                              english                                                     3                                                           Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X) Apple1.54.122.132                                                8c4vm6jf8tc78p3g                                            8c4vm6jf8tc78p3g                                                                                                                                                                    si                                                          /survey/selfserve/591/230951?list=3&uid=1187202618          8c4vm6jf8tc78p3g                                            1187202618                                                                                                              
379    bz81esmnuswq5yqa09/24/2023 21:38qualified,/total/Total,/Age (Offline)/D_S1ar4,/QTA_S5_1 (Offline3111               1986422123111100101001100100000100  1 0  10  0     010                      111  1 1  11  1     0000  1 0  00  0     0000  1 0  00  0     0111  0 0  11  0     0100  1 0  10  0     0110  1 0  10  0     0000  1 0  00  0     0100  1 0  10  1     0000  1 0  00  0     0111  1 0  10  1     0000  1 0  00  0     0000  1 0  00  0     0110  1 0  10  0     0000  1 0  00  0     0111  1 0  10  1     0100  1 0  10  1     01100100000000000000 10110000100 3     2             1     3      2   0     1 3   2  0                 1000000000000005               1502.24214101209/24/2023 21:13                                                              vietnamese                                                  4                                                           Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML27.71.108.109                                               8kxy2bren9s633gp                                            8kxy2bren9s633gp                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=4&decLang=vietnamese&uid=58kxy2bren9s633gp                                            55a3ae14-59dc-11ee-8c99-0242ac120002                                                                                    
380    m5xq179k6tgkdf5809/24/2023 21:20qualified,/HN_HCM (Online)/HN/16mill_25mill,/Gender (Online)/S1b3111               1976521 511100001000011010010001    1    11 1  1   0110    1    10 0  0   100    1    11 1  1   00    1    11 0  0   00    1    10 1  1   01    1    00 0  1   00    1    11 0  0   01    1    11 0  0   00    0    10 1  1   00    1    10 1  1   00    1    11 0  0   00    1    10 1  1   00    1    00 1  1   01    1    10 0  0   00    1    10 0  1   00    0    11 0  1   00    1    00 1  1   01    1    00 1  0   00101011000110101010121011011100 1     1 10000100100 1 3          2   0        3 1 2 0000011110000000001000000000000004                206.121 4105609/24/2023 21:16                                                              english                                                     3                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.3658.187.68.87                                                0z2vmwsxv581f3hk                                            b221qx72e4c6m034                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1187203344          0z2vmwsxv581f3hk                                            1187203344                                                                                                              
382    ykrmk81ah8csw1nj09/24/2023 22:12qualified,Total,/Gender (Online)/S1br1,20230923_02:46_v4,/QTA_S53111               1991311 5111100100000100010100001  1     1   0 0   01000  1     1   0 0   1011  0     1   0 0   001  1     0   1 0   001  0     1   0 1   010  0     1   0 1   010  1     0   1 0   010  1     0   1 0   001  1     0   1 0   010  1     1   0 1   000  1     1   0 1   010  1     1   0 0   000  0     1   1 0   000  0     1   1 0   000  1     0   1 0   000  1     0   1 0   000  1     1   0 0   011  1     0   0 0   01011111110010100010 31010011100 3     1 10010000000 3     1      2   021       3    0                 1000000000000004                353.08114101209/24/2023 22:06                                                              english                                                     3                                                           Mozilla/5.0 (Linux; Android 10; CPH2179 Build/QP1A.190711.0259.153.238.175                                              qfap3u64brndgm71                                            qfap3u64brndgm71                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1187212712          qfap3u64brndgm71                                            1187212712                                                                                                              
383    c752187qxhpv2uxe09/24/2023 22:55qualified,/total/Total,/Age (Offline)/D_S1ar4,/Sample/offline,/Q3111               1985412122111111101101100100000000000 00 00  0     1  000001 00 00  0     01101111 11 11  0     0100111 11 11  0     0100101 11 01  1     0100011 10 10  0     0100001 11 11  1     0100001 01 11  1     0100001 11 11  1     0100001 11 11  1     0100001 10 11  1     0100101 11 11  0     0101001 11 10  0     0100101 10 10  0     0101101 10 11  1     0100001 11 10  1     0101001 10 10  0     0101001 10 11  1     01000000110001100000100010000000 3100099                3 21          0              1110000100001000101000000000000005               2568.932 4105609/24/2023 22:12                                                              vietnamese                                                  4                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.361.54.154.60                                                 0fxjvh0m84bjfny2                                            0fxjvh0m84bjfny2                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=4&decLang=vietnamese&uid=50fxjvh0m84bjfny2                                            55a394a6-59dc-11ee-8c99-0242ac120002                                                                                    
384    s2d4tyv2mkwd305h09/24/2023 22:23qualified,/Gender (Online)/S1br1,20230923_02:46_v4,/QTA_S5_1 (On3111               1987411 5111100000000100000000001        1         01000        1         0111        1         011        1         011        1         000        1         011        1         011        1         010        1         001        1         011        1         011        1         011        1         011        1         001        1         011        1         011        1         011        1         01010110000000011100 31000101000 5     1 110000000001        2    3   0   213        0010001000100100101000000000000004                593.38114101209/24/2023 22:13                                                              english                                                     3                                                           Mozilla/5.0 (Linux; Android 12; SM-M515F Build/SP1A.210812.0115.72.73.119                                               fatnjzq58fzers69                                            fatnjzq58fzers69                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1187214133          fatnjzq58fzers69                                            1187214133                                                                                                              
395    ce032uu13rt2r4c109/24/2023 23:50qualified,/total/Total,/Age (Offline)/D_S1ar4,/Sample/offline,/Q3111               1988412122111100110001001100000000  00   0  00     1  000  00   1  00     10100  10   1  01     0000  00   1  00     0000  00   1  00     0111  00   1  01     0110  10   1  01     0100  00   1  00     0000  00   1  00     0111  11   1  11     0100  00   1  01     0100  10   1  01     0000  00   1  00     0000  00   1  00     0100  00   1  00     0100  10   1  00     0100  01   1  01     0000  00   1  00     01000100010001000000 50010100000 51000 2              3          21   0  3 12        0                 1000000000000005               1512.95214103209/24/2023 23:25                                                              vietnamese                                                  4                                                           Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML27.75.176.29                                                4qpvecfr523wk5hw                                            4qpvecfr523wk5hw                                                                                                                                                                    ta                                                          /survey/selfserve/591/230951?list=4&decLang=vietnamese&uid=54qpvecfr523wk5hw                                            55a3afb8-59dc-11ee-8c99-0242ac120002                                                                                    
400    z2un9yb2nc393p6u09/25/2023 00:24qualified,/total/Total,/Age (Offline)/D_S1ar4,/Sample/offline,/Q3111               1986412122111101110001101100000000 000   00 00     1  000 000   00 01     10110 001   10 11     0100 000   10 01     0000 000   00 01     0111 000   11 01     0111 011   11 11     0100 010   10 01     0000 000   00 01     0100 000   10 01     0100 010   10 01     0111 010   11 01     0100 010   10 01     0000 000   00 01     0101 000   11 01     0000 000   00 01     0110 010   10 01     0100 010   00 01     01100101010001000100 10100001000 21000 2                  32 1        0    1  23     0                 1000000000000005               1471.77212101109/24/2023 23:59                                                              vietnamese                                                  4                                                           Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) Apple103.199.70.97                                               4934mm05b3v3n7eb                                            4934mm05b3v3n7eb                                                                                                                                                                    si                                                          /survey/selfserve/591/230951?list=4&decLang=vietnamese&uid=54934mm05b3v3n7eb                                            55a3b53a-59dc-11ee-8c99-0242ac120002                                                                                    
401    8f9339pdv1suecfa09/25/2023 00:08qualified,/Gender (Online)/S1br1,20230923_02:46_v4,/QTA_S5_1 (On3111               1979411 72200000001000000000000       1            010       1            10       1            0       1            0       1            0       1            0       1            0       1            0       1            0       1            0       1            0       1            0       1            0       1            0       1            0       1            0       1            0       1            00010100000000010000 50100110000 51000              2  3        1     0        13 2  0                 1000000000000004                213.351 4105609/25/2023 00:04                                                              english                                                     3                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.3614.185.46.227                                               hdwp4ng38h37kyud                                            yup686cewsqrkxub                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1187245855          hdwp4ng38h37kyud                                            1187245855                                                                                                              
404    ydvxch8tt9t4u56p09/25/2023 00:16qualified,/HN_HCM (Online)/HCM/16mill_25mill,/Gender (Online)/S13111               1983412 4111111111111100111100010000001000  0100   01010000001000  0100   1010000001000  0100   010000001000  0100   010001001100  0100   000000000000  0100   000000001000  0000   000000001000  0000   000000001000  0000   000000001000  0000   010000001000  0100   000000001000  0000   000000001000  0000   000000000000  0100   010000001000  0100   000000001000  0000   000000001000  0000   000000001000  0000   01111100010100101110 50110000000 2     1 1011000010012            3   03         12  0                 1000000000000004                317.491 5105609/25/2023 00:10                                                              english                                                     3                                                           Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like14.169.145.189                                              dkbw5wa6zyae2kax                                            dkbw5wa6zyae2kax                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1187247809          dkbw5wa6zyae2kax                                            1187247809                                                                                                              
405    jwugt12mzxd4n7ph09/25/2023 00:28qualified,Total,/Gender (Online)/S1br2,20230923_02:46_v4,/QTA_S53111               1995322 41111111100100100100000111111  1  1  1     010000000  0  0  1     10110000  0  0  1     0111010  1  0  1     0101110  1  1  1     0111101  1  0  1     0111111  1  0  1     0111100  1  1  1     0111101  0  1  1     0111011  0  0  1     0111011  0  1  1     0111110  0  1  1     0111011  1  1  1     0011000  0  0  1     0110101  1  0  1     0111011  1  0  0     0111111  1  1  1     0111111  1  1  0     01111110000101001100 50001000000 4                     32         1   0 3 1      2   0                 1000000000000004                319.11114101209/25/2023 00:22                                                              english                                                     3                                                           Mozilla/5.0 (Linux; Android 11; Masstel Hapi 30 Build/RP1A.259.153.244.205                                              9tadebm5331sjwkc                                            9tadebm5331sjwkc                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1187254209          9tadebm5331sjwkc                                            1187254209                                                                                                              
406    4uj6wayv4kmrs46f09/25/2023 00:33qualified,Total,/Gender (Online)/S1br2,20230923_02:46_v4,/QTA_S53111               1997322 41111100000000100101000111        1  1 1   011010        0  0 0   10010        0  1 0   0110        1  1 0   0111        1  1 1   0001        1  0 0   0111        1  1 1   0101        1  1 1   0110        1  1 1   0111        1  0 1   0110        0  1 0   0111        1  1 1   0011        1  0 1   0011        0  1 1   0111        1  1 0   0011        1  1 1   0111        0  1 1   0111        0  1 1   01100110011001000110 10000100000 5                      13 2          021 3          0000000000101111001000000000000004                273.55114101209/25/2023 00:28                                                              english                                                     3                                                           Mozilla/5.0 (Linux; Android 11; TECNO BD4 Build/RP1A.201005.171.255.154.61                                              w7hj0fzn7pj8n7mg                                            w7hj0fzn7pj8n7mg                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1187256907          w7hj0fzn7pj8n7mg                                            1187256907                                                                                                              
407    rpjh8te8zef9g96j09/25/2023 01:05qualified,20230925_01:01_v5,/Gender (Online)/S1br1,20230923_02:43111               1986411 61111111101111110101000000011 100000 0 0   010000010 000000 0 0   10000001 000000 0 0   0000001 000000 0 0   0000011 100000 0 0   0000011 000000 0 0   0000011 100000 0 0   0000010 100000 0 0   0000001 100000 0 0   0000001 000000 0 0   0000001 000000 0 0   0000001 000000 0 0   0000011 000000 0 0   0000010 000000 0 0   0000011 100000 0 0   0000011 000000 0 0   0000001 000000 0 0   0000010 000000 0 0   01000000010100001000 10010000000 3     2             3 2          1   0   3  1   2   0                 1000000000000004                430.20114101209/25/2023 00:57                                                              english                                                     3                                                           Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML113.22.85.41                                                a5x6rjjp9b5351d7                                            a5x6rjjp9b5351d7                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1187271202          a5x6rjjp9b5351d7                                            1187271202                                                                                                              
408    h3ax35bjnxp6bync09/25/2023 01:08qualified,20230925_01:01_v5,/Gender (Online)/S1br2,/Age (Online)3111               1981422 81100000000001000100000          0   1     010          0   1     10          0   1     0          0   1     0          0   1     0          0   1     0          0   1     0          0   1     0          0   1     0          0   1     0          0   1     0          0   1     0          0   1     0          0   1     0          0   1     0          0   1     0          0   1     0          0   1     00000100000100001000 50010000000 3     1 10000001010 1    3 2         0       1  3 2 0                 1000000000000004                205.911 4105609/25/2023 01:04                                                              english                                                     3                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36113.161.64.104                                              k38u0t0d0gtm0yzs                                            ssvz4qruvsmrsuc2                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1187274109          k38u0t0d0gtm0yzs                                            1187274109                                                                                                              
410    jg0s91egkyz7sfx109/25/2023 01:41qualified,20230925_01:01_v5,Total,/Gender (Online)/S1br2,/QTA_S53111               1992322 4311111101100010111100011111 01   1 1101   010                      01000 00   0 0000   001100 00   0 0101   000000 00   0 0100   001100 00   0 0101   001000 00   0 0000   000000 00   0 0100   001000 00   0 0100   001000 00   0 0100   001000 00   0 0001   001000 00   0 0100   001000 00   0 0000   001000 00   0 0100   001000 00   0 0100   001000 00   0 0100   001000 00   0 0000   001000 00   0 0000   01111011010000110010 10110000000 3                      2 1   3       0   2 3  1     0                 1000000000000004                365.65114101209/25/2023 01:34                                                              english                                                     3                                                           Mozilla/5.0 (Linux; Android 9; SM-J330G) AppleWebKit/537.36 103.7.36.16                                                 b1bzw76mhp4tq1ry                                            b1bzw76mhp4tq1ry                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1187287177          b1bzw76mhp4tq1ry                                            1187287177                                                                                                              
415    uxt0kmfbjcx00maw09/25/2023 04:09qualified,20230925_01:01_v5,/Age (Offline)/D_S1ar4,/Sample/offli3111               1980422122211111101101110000000000000 00 000       1  000000 00 100       01100010 11 110       0101011 11 110       0100011 10 110       0101001 11 100       0001011 10 110       0100001 01 110       0100011 00 110       0010011 00 110       0101001 10 110       0101001 11 110       0100101 11 111       0100011 11 110       0100101 11 110       0100001 10 110       0100011 10 110       0101101 10 110       00000101010100000100121001000000 41000 1 2           3     1      2   0  1        2  0000101110001000001000000000000005               3068.012 4105609/25/2023 03:18                                                              vietnamese                                                  4                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.361.54.154.60                                                 0fxjvh0m84bjfny2                                            0fxjvh0m84bjfny2                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=4&decLang=vietnamese&uid=50fxjvh0m84bjfny2                                            55a39334-59dc-11ee-8c99-0242ac120002                                                                                    
417    61h29z3uyrwzyuw609/25/2023 04:13qualified,20230925_01:01_v5,/Age (Offline)/D_S1ar4,/QTA_S5_1 (Of3111               1986412121111100101001101100000100  0 0  00 00     010100  0 0  00 00     10100  0 0  10 01     0111  1 0  10 01     0111  1 1  11 01     0111  0 0  01 00     0111  1 1  11 11     0101  0 0  11 11     0100  0 0  00 00     0111  1 1  11 11     0111  0 1  00 00     0100  0 0  10 00     0110  0 0  10 11     0100  0 0  00 00     0110  1 1  11 00     0100  0 0  00 00     0111  0 0  10 01     0100  0 0  00 00     01100100000001000000 10010000100 3     2                1  2      3   0   2 1      3 0                 1000000000000005               1226.44212101109/25/2023 03:52                                                              vietnamese                                                  4                                                           Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) Apple103.199.70.97                                               32tecsh822dh7rd3                                            32tecsh822dh7rd3                                                                                                                                                                    si                                                          /survey/selfserve/591/230951?list=4&decLang=vietnamese&uid=532tecsh822dh7rd3                                            55a3bc1a-59dc-11ee-8c99-0242ac120002                                                                                    
421    4q2esxeevvr5bq7z09/25/2023 04:13qualified,20230925_01:01_v5,Total,/Gender (Online)/S1br2,/HN_HCM3111               1994321 8121100010100000010000010   0 0      1     01010   0 0      1     1011   1 1      1     011   1 1      1     011   1 1      1     011   1 1      1     010   0 0      1     011   1 1      1     010   0 0      1     010   0 1      1     000   0 0      0     111   1 1      1     010   0 0      1     010   0 0      1     011   1 1      1     011   1 1      1     010   0 0      1     010   0 0      1     01101100000000110100 40110000000 3                  1         2  3    0 1   2      3 0                 1000000000000004                479.50112111109/25/2023 04:04                                                              english                                                     3                                                           Mozilla/5.0 (iPhone; CPU iPhone OS 15_7_9 like Mac OS X) App103.19.99.50                                                2g3zsx5489w2gptv                                            2g3zsx5489w2gptv                                                                                                                                                                    si                                                          /survey/selfserve/591/230951?list=3&uid=1187363234          2g3zsx5489w2gptv                                            1187363234                                                                                                              
427    bj92bx9gqzm1zx6309/25/2023 04:17qualified,20230925_01:01_v5,Total,/Gender (Online)/S1br2,/HN_HCM3111               19933211111101011000000000000001 1 01              0101 0 11              101 0 11              01 1 11              01 1 11              01 1 00              01 1 10              01 0 11              01 0 10              01 0 01              01 0 10              01 0 11              01 0 01              01 0 00              01 0 11              01 0 10              00 0 11              00 1 10              01111101000100100010 50001011000 4                       31    2      0 1      32    0                 1000000000000004                280.90114101209/25/2023 04:11                                                              english                                                     3                                                           Mozilla/5.0 (Linux; U; Android 12; vi-vn; CPH2477 Build/SP1A14.166.240.152                                              e6909hsj8snh1awu                                            e6909hsj8snh1awu                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1187367921          e6909hsj8snh1awu                                            1187367921                                                                                                              
428    mpfup69vydt70trz09/25/2023 04:19qualified,20230925_01:01_v5,/Gender (Online)/S1br1,/Age (Online)3111               1985412 7111100010001101010100011   0   10 0 0 1   01011   0   00 0 1 0   1001   0   00 0 0 0   011   0   00 0 0 0   011   0   10 0 0 0   000   0   00 0 0 0   111   0   00 0 0 1   001   0   00 0 0 0   001   0   00 0 0 0   001   0   00 0 0 0   011   0   00 0 0 0   011   0   00 0 0 0   000   0   00 0 1 0   010   0   10 0 0 1   011   1   00 0 0 0   001   0   00 0 0 0   001   0   00 0 0 0   011   0   00 0 0 0   01010011001100001100120110011000 2     1 2                3      12   0      1 3  2  0                 1000000000000004                312.28114101209/25/2023 04:14                                                              english                                                     3                                                           Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML14.250.201.205                                              rfq1f97tvy2391g8                                            rfq1f97tvy2391g8                                                                                                                                                                    sa                                                          /survey/selfserve/591/230951?list=3&uid=1187369051          rfq1f97tvy2391g8                                            1187369051                                                                                                              
430    weum4n1twf7z36ma09/25/2023 04:23qualified,20230925_01:01_v5,/HN_HCM (Online)/HN/above_110mill,/G3111               197942112121101010000100010000000 0 0    0   1     01100 0 0    0   1     1011 0 1    1   1     011 0 1    1   1     011 0 1    1   1     011 0 1    1   1     011 1 1    1   1     011 0 0    1   1     011 0 0    1   1     011 0 0    0   1     011 0 1    1   1     011 0 0    1   1     011 1 1    1   1     011 0 1    1   1     011 1 1    1   1     011 0 0    1   0     011 0 1    1   1     011 0 1    1   1     01110110101000101000 11110101100 3     2             1 2  3           0    23  1     0000010100100000101000000000000004                373.981 4125609/25/2023 04:16                                                              english                                                     3                                                           Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/201.55.93.150                                                 5ynju88m0khmdnmc                                            5ynju88m0khmdnmc                                                                                                                                                                    ..                                                          /survey/selfserve/591/230951?list=3&uid=1187370492          5ynju88m0khmdnmc                                            1187370492                                                                                                              
